,state,fips,cases,deaths,employed-sugar-intake-daily
6236,New York,36,2203359,53476,23.1
6237,New York,36,2207567,53486,23.1
6238,New York,36,2211095,53519,23.1
6239,New York,36,2215603,53532,23.1
6240,New York,36,2220673,53548,23.1
6241,New York,36,2224579,53564,23.1
6242,New York,36,2230754,53601,23.1
6243,New York,36,2235347,53620,23.1
6244,New York,36,2239183,53646,23.1
6245,New York,36,2242677,53662,23.1
6246,New York,36,2246408,53691,23.1
6247,New York,36,2251779,53722,23.1
6248,New York,36,2258143,53745,23.1
6249,New York,36,2263726,53769,23.1
6250,New York,36,2266362,53792,23.1
6251,New York,36,2272334,53823,23.1
6252,New York,36,2276228,53847,23.1
6253,New York,36,2280354,53875,23.1
6254,New York,36,2285643,53925,23.1
6255,New York,36,2291562,53949,23.1
6256,New York,36,2294936,53965,23.1
6257,New York,36,2301437,54007,23.1
6258,New York,36,2305126,54037,23.1
6259,New York,36,2308382,54069,23.1
6260,New York,36,2310837,54088,23.1
6261,New York,36,2317291,54156,23.1
6262,New York,36,2323174,54174,23.1
6263,New York,36,2329234,54211,23.1
6264,New York,36,2332969,54230,23.1
6265,New York,36,2338377,54271,23.1
6266,New York,36,2342490,54317,23.1
6267,New York,36,2347298,54350,23.1
6268,New York,36,2354028,54395,23.1
6269,New York,36,2360066,54424,23.1
6270,New York,36,2363352,54441,23.1
6271,New York,36,2371076,54479,23.1
6272,New York,36,2374833,54502,23.1
6273,New York,36,2380164,54559,23.1
6274,New York,36,2384698,54602,23.1
6275,New York,36,2389735,54641,23.1
6276,New York,36,2395880,54702,23.1
6277,New York,36,2399678,54718,23.1
6278,New York,36,2406466,54769,23.1
6279,New York,36,2409292,54785,23.1
6280,New York,36,2414540,54822,23.1
6281,New York,36,2419556,54886,23.1
6282,New York,36,2424535,54933,23.1
6283,New York,36,2430353,54976,23.1
6284,New York,36,2433689,54993,23.1
6285,New York,36,2437085,55016,23.1
6286,New York,36,2443345,55057,23.1
6287,New York,36,2447269,55090,23.1
6288,New York,36,2453544,55131,23.1
6289,New York,36,2459146,55150,23.1
6290,New York,36,2464979,55203,23.1
6291,New York,36,2468518,55229,23.1
6292,New York,36,2470595,55253,23.1
6293,New York,36,2478477,55304,23.1
6294,New York,36,2481730,55347,23.1
6295,New York,36,2486254,55402,23.1
6296,New York,36,2490768,55447,23.1
6297,New York,36,2497110,55465,23.1
6298,New York,36,2501128,55484,23.1
6299,New York,36,2504277,55514,23.1
6300,New York,36,2509666,55557,23.1
6301,New York,36,2512960,55588,23.1
6302,New York,36,2517737,55625,23.1
6303,New York,36,2522102,55664,23.1
6304,New York,36,2525802,55702,23.1
6305,New York,36,2529266,55732,23.1
6306,New York,36,2531418,55756,23.1
6307,New York,36,2536439,55806,23.1
6308,New York,36,2538935,55840,23.1
6309,New York,36,2543076,55879,23.1
6310,New York,36,2546275,55902,23.1
6311,New York,36,2552009,55942,23.1
6312,New York,36,2555136,55969,23.1
6313,New York,36,2557930,55995,23.1
6314,New York,36,2563625,56044,23.1
6315,New York,36,2566536,56067,23.1
6316,New York,36,2570550,56114,23.1
6317,New York,36,2575181,56144,23.1
6318,New York,36,2580040,56191,23.1
6319,New York,36,2583891,56225,23.1
6320,New York,36,2587606,56245,23.1
6321,New York,36,2593360,56280,23.1
6322,New York,36,2597571,56323,23.1
6323,New York,36,2602610,56360,23.1
6324,New York,36,2609293,56400,23.1
6325,New York,36,2615549,56439,23.1
6326,New York,36,2620644,56454,23.1
6327,New York,36,2624840,56475,23.1
6328,New York,36,2631992,56508,23.1
6329,New York,36,2637053,56551,23.1
6330,New York,36,2643081,56584,23.1
6331,New York,36,2651196,56619,23.1
6332,New York,36,2658788,56663,23.1
6333,New York,36,2664344,56681,23.1
6334,New York,36,2673149,56714,23.1
6335,New York,36,2678465,56741,23.1
6336,New York,36,2684084,56775,23.1
6337,New York,36,2691097,56816,23.1
6338,New York,36,2697859,56840,23.1
6339,New York,36,2706059,56861,23.1
6340,New York,36,2709306,56917,23.1
6341,New York,36,2713812,56944,23.1
6342,New York,36,2721968,56993,23.1
6343,New York,36,2728612,57049,23.1
6344,New York,36,2737932,57107,23.1
6345,New York,36,2749263,57158,23.1
6346,New York,36,2760505,57211,23.1
6347,New York,36,2768147,57241,23.1
6348,New York,36,2775977,57273,23.1
6349,New York,36,2787506,57332,23.1
6350,New York,36,2796043,57396,23.1
6351,New York,36,2805294,57449,23.1
6352,New York,36,2816974,57507,23.1
6353,New York,36,2828288,57572,23.1
6354,New York,36,2836160,57622,23.1
6355,New York,36,2843444,57671,23.1
6356,New York,36,2858513,57724,23.1
6357,New York,36,2867444,57788,23.1
6358,New York,36,2879827,57867,23.1
6359,New York,36,2897347,57911,23.1
6360,New York,36,2917910,57989,23.1
6361,New York,36,2928229,58037,23.1
6362,New York,36,2956489,58097,23.1
6363,New York,36,2976928,58147,23.1
6364,New York,36,3003384,58221,23.1
6365,New York,36,3031844,58292,23.1
6366,New York,36,3065699,58373,23.1
6367,New York,36,3098290,58422,23.1
6368,New York,36,3098290,58422,23.1
6369,New York,36,3184452,58465,23.1
6370,New York,36,3214893,58604,23.1
6371,New York,36,3263729,58650,23.1
6372,New York,36,3324088,58820,23.1
6373,New York,36,3395166,58917,23.1
6374,New York,36,3473970,58993,23.1
6375,New York,36,3555047,59072,23.1
6376,New York,36,3617589,59152,23.1
6377,New York,36,3678042,59240,23.1
6378,New York,36,3729331,59339,23.1
6379,New York,36,3804480,59485,23.1
6380,New York,36,3884858,59631,23.1
6381,New York,36,3966952,59827,23.1
6382,New York,36,4057084,59913,23.1
6383,New York,36,4136861,60083,23.1
6384,New York,36,4194745,60162,23.1
6385,New York,36,4244155,60428,23.1
6386,New York,36,4299066,60638,23.1
6387,New York,36,4361115,60876,23.1
6388,New York,36,4408467,61099,23.1
6389,New York,36,4456337,61193,23.1
6390,New York,36,4507601,61259,23.1
6391,New York,36,4534373,61522,23.1
6392,New York,36,4556685,61859,23.1
6393,New York,36,4580060,62117,23.1
6394,New York,36,4610691,62319,23.1
6395,New York,36,4638987,62543,23.1
6396,New York,36,4666630,62632,23.1
6397,New York,36,4686169,62853,23.1
6398,New York,36,4698835,62960,23.1
6399,New York,36,4714703,63264,23.1
6400,New York,36,4730351,63505,23.1
6401,New York,36,4747515,63697,23.1
6402,New York,36,4761590,63910,23.1
6403,New York,36,4774123,64113,23.1
6404,New York,36,4779854,64176,23.1
6405,New York,36,4789532,64247,23.1
6406,New York,36,4796000,64461,23.1
6407,New York,36,4804328,64646,23.1
6408,New York,36,4814634,64812,23.1
6409,New York,36,4822350,64965,23.1
6410,New York,36,4827018,65013,23.1
6411,New York,36,4835502,65148,23.1
6412,New York,36,4839530,65217,23.1
6413,New York,36,4843719,65402,23.1
6414,New York,36,4849690,65553,23.1
6415,New York,36,4857125,65665,23.1
6416,New York,36,4861945,65785,23.1
6417,New York,36,4864803,65785,23.1
6418,New York,36,4870144,65912,23.1
6419,New York,36,4872741,65943,23.1
6420,New York,36,4875031,66078,23.1
6421,New York,36,4878130,66152,23.1
6422,New York,36,4881848,66224,23.1
6423,New York,36,4886716,66303,23.1
6424,New York,36,4888802,66322,23.1
6425,New York,36,4890443,66349,23.1
6426,New York,36,4894236,66418,23.1
6427,New York,36,4895859,66485,23.1
6428,New York,36,4898058,66544,23.1
6429,New York,36,4900723,66602,23.1
6430,New York,36,4903132,66658,23.1
6431,New York,36,4904574,66681,23.1
6432,New York,36,4907229,66726,23.1
6433,New York,36,4908495,66741,23.1
6434,New York,36,4909771,66791,23.1
6435,New York,36,4911447,66829,23.1
6436,New York,36,4913870,66863,23.1
6437,New York,36,4914637,66895,23.1
6438,New York,36,4917196,66907,23.1
6439,New York,36,4920181,66940,23.1
6440,New York,36,4921272,66955,23.1
6441,New York,36,4922305,66990,23.1
6442,New York,36,4923926,66995,23.1
6443,New York,36,4925680,67003,23.1
6444,New York,36,4927976,67027,23.1
6445,New York,36,4928980,67027,23.1
6446,New York,36,4931658,67067,23.1
6447,New York,36,4932742,67073,23.1
6448,New York,36,4935240,67105,23.1
6449,New York,36,4937364,67145,23.1
6450,New York,36,4939755,67172,23.1
6451,New York,36,4941880,67191,23.1
6452,New York,36,4943481,67194,23.1
6453,New York,36,4946816,67198,23.1
6454,New York,36,4948160,67203,23.1
6455,New York,36,4949516,67218,23.1
6456,New York,36,4953072,67238,23.1
6457,New York,36,4956766,67242,23.1
6458,New York,36,4960146,67254,23.1
6459,New York,36,4961905,67264,23.1
6460,New York,36,4966262,67276,23.1
6461,New York,36,4968589,67285,23.1
6462,New York,36,4970905,67299,23.1
6463,New York,36,4973964,67306,23.1
6464,New York,36,4978875,67313,23.1
6465,New York,36,4982764,67330,23.1
6466,New York,36,4985141,67334,23.1
6467,New York,36,4987149,67341,23.1
6468,New York,36,4993542,67354,23.1
6469,New York,36,4996128,67357,23.1
6470,New York,36,4999644,67369,23.1
6471,New York,36,5005809,67378,23.1
6472,New York,36,5011544,67387,23.1
6473,New York,36,5014807,67394,23.1
6474,New York,36,5018213,67401,23.1
6475,New York,36,5027587,67413,23.1
6476,New York,36,5031095,67427,23.1
6477,New York,36,5036645,67442,23.1
6478,New York,36,5044079,67447,23.1
6479,New York,36,5050965,67459,23.1
6480,New York,36,5055230,67459,23.1
6481,New York,36,5058582,67459,23.1
6482,New York,36,5068947,67470,23.1
6483,New York,36,5073609,67507,23.1
6484,New York,36,5080508,67525,23.1
6485,New York,36,5087631,67547,23.1
6486,New York,36,5096091,67557,23.1
6487,New York,36,5100177,67561,23.1
6488,New York,36,5104382,67572,23.1
6489,New York,36,5114160,67587,23.1
6490,New York,36,5118962,67605,23.1
6491,New York,36,5126231,67625,23.1
6492,New York,36,5136083,67648,23.1
6493,New York,36,5144886,67664,23.1
6494,New York,36,5150193,67684,23.1
6495,New York,36,5154714,67694,23.1
6496,New York,36,5166413,67711,23.1
6497,New York,36,5172487,67727,23.1
6498,New York,36,5180822,67745,23.1
6499,New York,36,5191562,67770,23.1
6500,New York,36,5202698,67786,23.1
6501,New York,36,5209140,67797,23.1
6502,New York,36,5215540,67816,23.1
6503,New York,36,5232634,67837,23.1
6504,New York,36,5239296,67865,23.1
6505,New York,36,5248641,67892,23.1
6506,New York,36,5262629,67913,23.1
6507,New York,36,5274472,67938,23.1
6508,New York,36,5280834,67953,23.1
6509,New York,36,5286182,67971,23.1
6510,New York,36,5301899,68004,23.1
6511,New York,36,5309983,68033,23.1
6512,New York,36,5320730,68055,23.1
6513,New York,36,5332600,68084,23.1
6514,New York,36,5343396,68112,23.1
6515,New York,36,5343396,68112,23.1
6516,New York,36,5352710,68140,23.1
6517,New York,36,5369376,68165,23.1
6518,New York,36,5376056,68206,23.1
6519,New York,36,5384203,68237,23.1
6520,New York,36,5394508,68254,23.1
6521,New York,36,5404333,68292,23.1
6522,New York,36,5404333,68292,23.1
6523,New York,36,5404333,68292,23.1
6524,New York,36,5404333,68292,23.1
6525,New York,36,5428274,68327,23.1
6526,New York,36,5433881,68383,23.1
6527,New York,36,5439906,68413,23.1
6528,New York,36,5448458,68440,23.1
6529,New York,36,5451859,68460,23.1
6530,New York,36,5454480,68470,23.1
6531,New York,36,5466857,68489,23.1
6532,New York,36,5471652,68526,23.1
6533,New York,36,5478718,68556,23.1
6534,New York,36,5485426,68581,23.1
6535,New York,36,5488041,68589,23.1
6536,New York,36,5490444,68597,23.1
6537,New York,36,5492398,68597,23.1
6538,New York,36,5506904,68624,23.1
6539,New York,36,5510697,68680,23.1
6540,New York,36,5515340,68712,23.1
6541,New York,36,5521537,68743,23.1
6542,New York,36,5527191,68759,23.1
6543,New York,36,5529583,68759,23.1
6544,New York,36,5531416,68759,23.1
6545,New York,36,5532863,68759,23.1
6546,New York,36,5545860,68781,23.1
6547,New York,36,5549995,68829,23.1
6548,New York,36,5555804,68869,23.1
6549,New York,36,5563095,68886,23.1
6550,New York,36,5565498,68886,23.1
6551,New York,36,5567573,68886,23.1
6552,New York,36,5579899,68899,23.1
6553,New York,36,5584234,68943,23.1
6554,New York,36,5589488,68967,23.1
6555,New York,36,5596869,68988,23.1
6556,New York,36,5604401,69011,23.1
6557,New York,36,5607336,69011,23.1
6558,New York,36,5609533,69011,23.1
6559,New York,36,5611362,69020,23.1
6560,New York,36,5627516,69037,23.1
6561,New York,36,5632283,69051,23.1
6562,New York,36,5638156,69106,23.1
6563,New York,36,5647470,69118,23.1
6564,New York,36,5650598,69118,23.1
6565,New York,36,5653107,69118,23.1
6566,New York,36,5668334,69141,23.1
6567,New York,36,5676121,69182,23.1
6568,New York,36,5682130,69201,23.1
6569,New York,36,5691891,69223,23.1
6570,New York,36,5700453,69245,23.1
6571,New York,36,5703638,69245,23.1
6572,New York,36,5706285,69245,23.1
6573,New York,36,5722320,69268,23.1
6574,New York,36,5727636,69322,23.1
6575,New York,36,5735607,69352,23.1
6576,New York,36,5744579,69369,23.1
6577,New York,36,5752964,69408,23.1
6578,New York,36,5756123,69408,23.1
6579,New York,36,5758805,69408,23.1
6580,New York,36,5773608,69435,23.1
6581,New York,36,5778917,69495,23.1
6582,New York,36,5785423,69522,23.1
6583,New York,36,5793691,69564,23.1
6584,New York,36,5796900,69576,23.1
6585,New York,36,5799922,69576,23.1
6586,New York,36,5802579,69576,23.1
6587,New York,36,5821036,69628,23.1
6588,New York,36,5825470,69689,23.1
6589,New York,36,5828675,69697,23.1
6590,New York,36,5840606,69763,23.1
6591,New York,36,5848249,69794,23.1
6592,New York,36,5850790,69794,23.1
6593,New York,36,5852939,69794,23.1
6594,New York,36,5864089,69815,23.1
6595,New York,36,5868484,69877,23.1
6596,New York,36,5874882,69911,23.1
6597,New York,36,5882394,69941,23.1
6598,New York,36,5888845,69976,23.1
6599,New York,36,5891418,69976,23.1
6600,New York,36,5893546,69976,23.1
6601,New York,36,5900333,70001,23.1
6602,New York,36,5902192,70026,23.1
6603,New York,36,5911816,70079,23.1
6604,New York,36,5917733,70102,23.1
6605,New York,36,5923462,70130,23.1
6606,New York,36,5925952,70130,23.1
6607,New York,36,5928033,70130,23.1
6608,New York,36,5937264,70162,23.1
6609,New York,36,5941134,70216,23.1
6610,New York,36,5945342,70248,23.1
6611,New York,36,5951183,70273,23.1
6612,New York,36,5956144,70290,23.1
6613,New York,36,5958345,70290,23.1
6614,New York,36,5960376,70290,23.1
6615,New York,36,5968639,70330,23.1
6616,New York,36,5971989,70374,23.1
6617,New York,36,5975934,70403,23.1
6618,New York,36,5981489,70441,23.1
6619,New York,36,5985714,70458,23.1
6620,New York,36,5987951,70458,23.1
6621,New York,36,5989830,70458,23.1
6622,New York,36,5991162,70458,23.1
6623,New York,36,5999853,70499,23.1
6624,New York,36,6003329,70551,23.1
6625,New York,36,6007018,70581,23.1
6626,New York,36,6009470,70588,23.1
6627,New York,36,6011665,70588,23.1
6628,New York,36,6014083,70588,23.1
6629,New York,36,6023808,70643,23.1
6630,New York,36,6026783,70697,23.1
6631,New York,36,6031598,70733,23.1
6632,New York,36,6033898,70740,23.1
6633,New York,36,6041536,70780,23.1
6634,New York,36,6044796,70780,23.1
6635,New York,36,6047070,70780,23.1
6636,New York,36,6055837,70802,23.1
6637,New York,36,6059413,70850,23.1
6638,New York,36,6064374,70875,23.1
6639,New York,36,6070978,70894,23.1
6640,New York,36,6076941,70920,23.1
6641,New York,36,6079789,70920,23.1
6642,New York,36,6082194,70920,23.1
6643,New York,36,6090273,70936,23.1
6644,New York,36,6093545,70981,23.1
6645,New York,36,6097881,71008,23.1
6646,New York,36,6103582,71073,23.1
6647,New York,36,6109107,71097,23.1
6648,New York,36,6111750,71097,23.1
6649,New York,36,6113898,71097,23.1
6650,New York,36,6122102,71124,23.1
6651,New York,36,6125135,71167,23.1
6652,New York,36,6129292,71186,23.1
6653,New York,36,6134586,71224,23.1
6654,New York,36,6139022,71257,23.1
6655,New York,36,6141662,71257,23.1
6656,New York,36,6143840,71257,23.1
6657,New York,36,6145553,71257,23.1
6658,New York,36,6154746,71298,23.1
6659,New York,36,6158609,71373,23.1
6660,New York,36,6163421,71422,23.1
6661,New York,36,6166185,71435,23.1
6662,New York,36,6168370,71435,23.1
6663,New York,36,6170556,71435,23.1
6664,New York,36,6181479,71481,23.1
6665,New York,36,6184627,71541,23.1
6666,New York,36,6188598,71589,23.1
6667,New York,36,6193728,71623,23.1
6668,New York,36,6198574,71840,23.1
6669,New York,36,6200626,71840,23.1
6670,New York,36,6202365,71840,23.1
6671,New York,36,6210099,71874,23.1
6672,New York,36,6213286,71937,23.1
6673,New York,36,6217634,72393,23.1
6674,New York,36,6223314,72424,23.1
6675,New York,36,6228543,72414,23.1
6676,New York,36,6230820,72414,23.1
6677,New York,36,6232565,72414,23.1
6678,New York,36,6241217,72399,23.1
6679,New York,36,6244198,72437,23.1
6680,New York,36,6248012,72468,23.1
6681,New York,36,6253375,72505,23.1
6682,New York,36,6258681,72537,23.1
6683,New York,36,6260856,72537,23.1
6684,New York,36,6262784,72537,23.1
6685,New York,36,6272789,72572,23.1
6686,New York,36,6274325,72619,23.1
6687,New York,36,6280581,72667,23.1
6688,New York,36,6286317,72674,23.1
6689,New York,36,6288122,76406,23.1
6690,New York,36,6289735,76406,23.1
6691,New York,36,6291147,76406,23.1
6692,New York,36,6302495,76407,23.1
6693,New York,36,6305957,76445,23.1
6694,New York,36,6309897,76488,23.1
6695,New York,36,6315469,76506,23.1
6696,New York,36,6320328,76525,23.1
6697,New York,36,6322200,76525,23.1
6698,New York,36,6323637,76525,23.1
6699,New York,36,6331740,76539,23.1
6700,New York,36,6334600,76564,23.1
6701,New York,36,6338021,76618,23.1
6702,New York,36,6340383,76618,23.1
6703,New York,36,6342118,76618,23.1
6704,New York,36,6343119,76618,23.1
6705,New York,36,6344503,76618,23.1
6706,New York,36,6357517,76665,23.1
6707,New York,36,6363550,76709,23.1
6708,New York,36,6370527,76738,23.1
6709,New York,36,6380036,76759,23.1
6710,New York,36,6388095,76783,23.1
6711,New York,36,6390906,76783,23.1
6712,New York,36,6392764,76783,23.1
6713,New York,36,6404665,76805,23.1
6714,New York,36,6409790,76842,23.1
6715,New York,36,6415690,76871,23.1
6716,New York,36,6423868,77173,23.1
6717,New York,36,6431394,77194,23.1
6718,New York,36,6434003,77194,23.1
6719,New York,36,6436710,77194,23.1
6720,New York,36,6449500,77227,23.1
6721,New York,36,6454678,77272,23.1
6722,New York,36,6460218,77303,23.1
6723,New York,36,6468605,77331,23.1
6724,New York,36,6476461,77336,23.1
6725,New York,36,6479369,77336,23.1
6726,New York,36,6481785,77336,23.1
6727,New York,36,6495361,77378,23.1
6728,New York,36,6500483,77440,23.1
6729,New York,36,6506566,77478,23.1
6730,New York,36,6515108,77514,23.1
6731,New York,36,6523020,77546,23.1
6732,New York,36,6526059,77546,23.1
6733,New York,36,6528288,77546,23.1
6734,New York,36,6529668,77546,23.1
6735,New York,36,6543018,77577,23.1
6736,New York,36,6546293,77619,23.1
6737,New York,36,6552600,77677,23.1
6738,New York,36,6560495,77722,23.1
6739,New York,36,6563605,77722,23.1
6740,New York,36,6566031,77722,23.1
6741,New York,36,6567878,77722,23.1
6742,New York,36,6582419,77777,23.1
6743,New York,36,6586454,78127,23.1
6744,New York,36,6593541,78166,23.1
6745,New York,36,6601432,78198,23.1
6746,New York,36,6604330,78198,23.1
6747,New York,36,6606540,78198,23.1
6748,New York,36,6618315,78224,23.1
6749,New York,36,6622254,78285,23.1
6750,New York,36,6626601,78345,23.1
6751,New York,36,6632546,78380,23.1
6752,New York,36,6637885,78413,23.1
6753,New York,36,6639915,78413,23.1
6754,New York,36,6641533,78413,23.1
6755,New York,36,6642793,78413,23.1
6756,New York,36,6653128,78448,23.1
6757,New York,36,6656713,78492,23.1
6758,New York,36,6662129,78495,23.1
6759,New York,36,6664335,78497,23.1
6760,New York,36,6666239,78497,23.1
6761,New York,36,6667777,78497,23.1
6762,New York,36,6679070,78627,23.1
6763,New York,36,6682326,78679,23.1
6764,New York,36,6685794,78700,23.1
6765,New York,36,6690468,78721,23.1
6766,New York,36,6692351,78723,23.1
6767,New York,36,6694112,78723,23.1
6768,New York,36,6695611,78723,23.1
6769,New York,36,6704403,78808,23.1
6770,New York,36,6706997,78850,23.1
6771,New York,36,6710087,78874,23.1
6772,New York,36,6714356,78902,23.1
6773,New York,36,6718359,78920,23.1
6774,New York,36,6719994,78920,23.1
6775,New York,36,6721204,78920,23.1
6776,New York,36,6726188,78950,23.1
6777,New York,36,6728037,78981,23.1
6778,New York,36,6730531,79017,23.1
6779,New York,36,6734154,79063,23.1
6780,New York,36,6737292,79081,23.1
6781,New York,36,6738718,79081,23.1
6782,New York,36,6739840,79081,23.1
6783,New York,36,6744066,79112,23.1
6784,New York,36,6746028,79141,23.1
6785,New York,36,6748537,79170,23.1
6786,New York,36,6751472,79186,23.1
6787,New York,36,6753973,79203,23.1
6788,New York,36,6756370,79204,23.1
6789,New York,36,6757482,79204,23.1
6790,New York,36,6758339,79204,23.1
6791,New York,36,6764874,79226,23.1
6792,New York,36,6764874,79231,23.1
6793,New York,36,6767680,79264,23.1
6794,New York,36,6769755,79266,23.1
6795,New York,36,6770793,79266,23.1
6796,New York,36,6771746,79266,23.1
6797,New York,36,6774709,79162,23.1
6798,New York,36,6776934,79625,23.1
6799,New York,36,6777357,79643,23.1
6800,New York,36,6779740,79671,23.1
6801,New York,36,6781487,79675,23.1
6802,New York,36,6782482,79675,23.1
6803,New York,36,6783247,79675,23.1
6804,New York,36,6785652,79680,23.1
6805,New York,36,6786691,79689,23.1
6806,New York,36,6788050,79701,23.1
6807,New York,36,6789563,79986,23.1
6808,New York,36,6790972,79962,23.1
6809,New York,36,6791884,79962,23.1
6810,New York,36,6792530,79962,23.1
6811,New York,36,6794582,79964,23.1
6812,New York,36,6795449,79975,23.1
6813,New York,36,6796539,79988,23.1
6814,New York,36,6797987,79975,23.1
6815,New York,36,6799260,79982,23.1
6816,New York,36,6800040,79982,23.1
6817,New York,36,6800591,79982,23.1
6818,New York,36,6801319,79984,23.1
6819,New York,36,6802990,79987,23.1
6820,New York,36,6803974,80138,23.1
6821,New York,36,6805271,80109,23.1
6822,North Carolina,37,1,0,42.1
6823,North Carolina,37,1,0,42.1
6824,North Carolina,37,1,0,42.1
6825,North Carolina,37,2,0,42.1
6826,North Carolina,37,2,0,42.1
6827,North Carolina,37,2,0,42.1
6828,North Carolina,37,7,0,42.1
6829,North Carolina,37,7,0,42.1
6830,North Carolina,37,8,0,42.1
6831,North Carolina,37,16,0,42.1
6832,North Carolina,37,18,0,42.1
6833,North Carolina,37,25,0,42.1
6834,North Carolina,37,32,0,42.1
6835,North Carolina,37,34,0,42.1
6836,North Carolina,37,42,0,42.1
6837,North Carolina,37,66,0,42.1
6838,North Carolina,37,104,0,42.1
6839,North Carolina,37,144,0,42.1
6840,North Carolina,37,184,0,42.1
6841,North Carolina,37,269,0,42.1
6842,North Carolina,37,302,0,42.1
6843,North Carolina,37,397,0,42.1
6844,North Carolina,37,562,1,42.1
6845,North Carolina,37,639,2,42.1
6846,North Carolina,37,784,3,42.1
6847,North Carolina,37,972,4,42.1
6848,North Carolina,37,1166,6,42.1
6849,North Carolina,37,1303,6,42.1
6850,North Carolina,37,1527,10,42.1
6851,North Carolina,37,1591,11,42.1
6852,North Carolina,37,1858,17,42.1
6853,North Carolina,37,2093,23,42.1
6854,North Carolina,37,2402,30,42.1
6855,North Carolina,37,2585,37,42.1
6856,North Carolina,37,2870,42,42.1
6857,North Carolina,37,3220,50,42.1
6858,North Carolina,37,3423,61,42.1
6859,North Carolina,37,3651,74,42.1
6860,North Carolina,37,3906,78,42.1
6861,North Carolina,37,4310,86,42.1
6862,North Carolina,37,4520,86,42.1
6863,North Carolina,37,4788,91,42.1
6864,North Carolina,37,4992,116,42.1
6865,North Carolina,37,5123,128,42.1
6866,North Carolina,37,5463,140,42.1
6867,North Carolina,37,5859,159,42.1
6868,North Carolina,37,6140,175,42.1
6869,North Carolina,37,6493,183,42.1
6870,North Carolina,37,6764,187,42.1
6871,North Carolina,37,6951,217,42.1
6872,North Carolina,37,7220,242,42.1
6873,North Carolina,37,7608,253,42.1
6874,North Carolina,37,8052,270,42.1
6875,North Carolina,37,8548,304,42.1
6876,North Carolina,37,8830,309,42.1
6877,North Carolina,37,9035,331,42.1
6878,North Carolina,37,9568,353,42.1
6879,North Carolina,37,9947,366,42.1
6880,North Carolina,37,10507,385,42.1
6881,North Carolina,37,10922,405,42.1
6882,North Carolina,37,11514,428,42.1
6883,North Carolina,37,11668,436,42.1
6884,North Carolina,37,11871,454,42.1
6885,North Carolina,37,12283,477,42.1
6886,North Carolina,37,12783,497,42.1
6887,North Carolina,37,13431,521,42.1
6888,North Carolina,37,13879,537,42.1
6889,North Carolina,37,14387,554,42.1
6890,North Carolina,37,14783,561,42.1
6891,North Carolina,37,15069,571,42.1
6892,North Carolina,37,15402,597,42.1
6893,North Carolina,37,15850,615,42.1
6894,North Carolina,37,16593,632,42.1
6895,North Carolina,37,17190,660,42.1
6896,North Carolina,37,18009,671,42.1
6897,North Carolina,37,18537,679,42.1
6898,North Carolina,37,19121,684,42.1
6899,North Carolina,37,19762,711,42.1
6900,North Carolina,37,20221,721,42.1
6901,North Carolina,37,20934,734,42.1
6902,North Carolina,37,21661,754,42.1
6903,North Carolina,37,22731,763,42.1
6904,North Carolina,37,23231,771,42.1
6905,North Carolina,37,23997,780,42.1
6906,North Carolina,37,24188,789,42.1
6907,North Carolina,37,24787,827,42.1
6908,North Carolina,37,25616,859,42.1
6909,North Carolina,37,26735,888,42.1
6910,North Carolina,37,27761,903,42.1
6911,North Carolina,37,28686,911,42.1
6912,North Carolina,37,29368,923,42.1
6913,North Carolina,37,30052,950,42.1
6914,North Carolina,37,31013,971,42.1
6915,North Carolina,37,32276,993,42.1
6916,North Carolina,37,33417,1001,42.1
6917,North Carolina,37,34809,1020,42.1
6918,North Carolina,37,35663,1024,42.1
6919,North Carolina,37,36581,1041,42.1
6920,North Carolina,37,37393,1069,42.1
6921,North Carolina,37,38305,1096,42.1
6922,North Carolina,37,39735,1114,42.1
6923,North Carolina,37,41467,1128,42.1
6924,North Carolina,37,42911,1135,42.1
6925,North Carolina,37,44199,1139,42.1
6926,North Carolina,37,45257,1156,42.1
6927,North Carolina,37,46105,1185,42.1
6928,North Carolina,37,47142,1198,42.1
6929,North Carolina,37,48426,1209,42.1
6930,North Carolina,37,50014,1223,42.1
6931,North Carolina,37,51640,1239,42.1
6932,North Carolina,37,52854,1245,42.1
6933,North Carolina,37,53840,1250,42.1
6934,North Carolina,37,54826,1276,42.1
6935,North Carolina,37,56263,1295,42.1
6936,North Carolina,37,57540,1305,42.1
6937,North Carolina,37,59257,1319,42.1
6938,North Carolina,37,60709,1334,42.1
6939,North Carolina,37,62178,1338,42.1
6940,North Carolina,37,63692,1341,42.1
6941,North Carolina,37,65064,1362,42.1
6942,North Carolina,37,66815,1389,42.1
6943,North Carolina,37,68512,1402,42.1
6944,North Carolina,37,70451,1413,42.1
6945,North Carolina,37,71735,1414,42.1
6946,North Carolina,37,73096,1414,42.1
6947,North Carolina,37,74933,1424,42.1
6948,North Carolina,37,76188,1446,42.1
6949,North Carolina,37,77661,1470,42.1
6950,North Carolina,37,79564,1487,42.1
6951,North Carolina,37,81737,1503,42.1
6952,North Carolina,37,83996,1520,42.1
6953,North Carolina,37,85831,1532,42.1
6954,North Carolina,37,87653,1547,42.1
6955,North Carolina,37,89767,1582,42.1
6956,North Carolina,37,91573,1598,42.1
6957,North Carolina,37,93657,1617,42.1
6958,North Carolina,37,95633,1638,42.1
6959,North Carolina,37,98067,1653,42.1
6960,North Carolina,37,99841,1661,42.1
6961,North Carolina,37,101176,1676,42.1
